Member_number,Date,itemDescription,year,month,day,day_of_week,first,second,third,fourth,Item
3846,25-08-2014,dessert,2014,8,25,0,dessert,,,,
1282,06-06-2014,bottled water,2014,6,6,4,bottled,water,,,bottledwater
3213,19-12-2014,rolls/buns,2014,12,19,4,rolls/buns,,,,
3910,17-02-2014,soda,2014,2,17,0,soda,,,,
2533,21-09-2014,frozen vegetables,2014,9,21,6,frozen,vegetables,,,frozenvegetables
3713,17-12-2014,whole milk,2014,12,17,2,whole,milk,,,wholemilk
2131,18-02-2014,soda,2014,2,18,1,soda,,,,
2878,13-06-2014,bottled water,2014,6,13,4,bottled,water,,,bottledwater
2355,26-01-2014,whipped/sour cream,2014,1,26,6,whipped/sour,cream,,,whipped/sourcream
3847,31-07-2014,rolls/buns,2014,7,31,3,rolls/buns,,,,
3619,16-12-2014,napkins,2014,12,16,1,napkins,,,,
4980,25-08-2014,domestic eggs,2014,8,25,0,domestic,eggs,,,domesticeggs
1185,27-09-2014,canned beer,2014,9,27,5,canned,beer,,,cannedbeer
4049,23-12-2014,frozen fish,2014,12,23,1,frozen,fish,,,frozenfish
2681,09-04-2014,cream cheese ,2014,4,9,2,cream,cheese,,,creamcheese
1742,20-10-2014,mustard,2014,10,20,0,mustard,,,,
4594,07-01-2014,tropical fruit,2014,1,7,1,tropical,fruit,,,tropicalfruit
3869,24-05-2014,detergent,2014,5,24,5,detergent,,,,
1191,03-10-2014,white bread,2014,10,3,4,white,bread,,,whitebread
2466,28-01-2014,frozen meals,2014,1,28,1,frozen,meals,,,frozenmeals
4857,03-03-2014,misc. beverages,2014,3,3,0,misc.,beverages,,,misc.beverages
3087,21-02-2014,yogurt,2014,2,21,4,yogurt,,,,
4730,26-11-2014,sliced cheese,2014,11,26,2,sliced,cheese,,,slicedcheese
2120,27-02-2014,red/blush wine,2014,2,27,3,red/blush,wine,,,red/blushwine
2452,18-02-2014,domestic eggs,2014,2,18,1,domestic,eggs,,,domesticeggs
3499,04-04-2014,kitchen towels,2014,4,4,4,kitchen,towels,,,kitchentowels
1731,28-12-2014,salt,2014,12,28,6,salt,,,,
1751,27-02-2014,newspapers,2014,2,27,3,newspapers,,,,
1991,14-07-2014,yogurt,2014,7,14,0,yogurt,,,,
4300,28-01-2014,soft cheese,2014,1,28,1,soft,cheese,,,softcheese
2009,06-03-2014,pastry,2014,3,6,3,pastry,,,,
1585,17-09-2014,rolls/buns,2014,9,17,2,rolls/buns,,,,
1604,02-03-2014,specialty bar,2014,3,2,6,specialty,bar,,,specialtybar
3804,27-12-2014,other vegetables,2014,12,27,5,other,vegetables,,,othervegetables
4955,22-03-2014,canned fish,2014,3,22,5,canned,fish,,,cannedfish
4826,14-04-2014,bottled water,2014,4,14,0,bottled,water,,,bottledwater
2294,07-04-2014,chewing gum,2014,4,7,0,chewing,gum,,,chewinggum
2857,28-08-2014,coffee,2014,8,28,3,coffee,,,,
4911,20-07-2014,domestic eggs,2014,7,20,6,domestic,eggs,,,domesticeggs
4924,31-01-2014,salty snack,2014,1,31,4,salty,snack,,,saltysnack
1392,09-12-2014,curd,2014,12,9,1,curd,,,,
3917,04-03-2014,other vegetables,2014,3,4,1,other,vegetables,,,othervegetables
3032,28-12-2014,domestic eggs,2014,12,28,6,domestic,eggs,,,domesticeggs
1808,29-11-2014,whole milk,2014,11,29,5,whole,milk,,,wholemilk
4082,07-01-2014,yogurt,2014,1,7,1,yogurt,,,,
1673,04-08-2014,grapes,2014,8,4,0,grapes,,,,
3246,21-05-2014,root vegetables,2014,5,21,2,root,vegetables,,,rootvegetables
1415,01-05-2014,fruit/vegetable juice,2014,5,1,3,fruit/vegetable,juice,,,fruit/vegetablejuice
2555,27-12-2014,curd,2014,12,27,5,curd,,,,
4426,12-01-2014,pip fruit,2014,1,12,6,pip,fruit,,,pipfruit
4406,20-01-2014,cream cheese ,2014,1,20,0,cream,cheese,,,creamcheese
3514,13-12-2014,butter,2014,12,13,5,butter,,,,
4197,29-09-2014,detergent,2014,9,29,0,detergent,,,,
3206,24-08-2014,canned vegetables,2014,8,24,6,canned,vegetables,,,cannedvegetables
3767,30-01-2014,pasta,2014,1,30,3,pasta,,,,
3761,03-01-2014,domestic eggs,2014,1,3,4,domestic,eggs,,,domesticeggs
3013,08-07-2014,ice cream,2014,7,8,1,ice,cream,,,icecream
2454,11-09-2014,pastry,2014,9,11,3,pastry,,,,
4042,25-01-2014,domestic eggs,2014,1,25,5,domestic,eggs,,,domesticeggs
3936,08-06-2014,pickled vegetables,2014,6,8,6,pickled,vegetables,,,pickledvegetables
2943,30-06-2014,pastry,2014,6,30,0,pastry,,,,
3163,11-09-2014,salty snack,2014,9,11,3,salty,snack,,,saltysnack
1435,12-07-2014,salty snack,2014,7,12,5,salty,snack,,,saltysnack
4174,15-07-2014,coffee,2014,7,15,1,coffee,,,,
1929,11-10-2014,pastry,2014,10,11,5,pastry,,,,
4462,21-09-2014,pickled vegetables,2014,9,21,6,pickled,vegetables,,,pickledvegetables
3840,11-06-2014,jam,2014,6,11,2,jam,,,,
2946,01-09-2014,white wine,2014,9,1,0,white,wine,,,whitewine
4434,31-08-2014,shopping bags,2014,8,31,6,shopping,bags,,,shoppingbags
2826,09-04-2014,other vegetables,2014,4,9,2,other,vegetables,,,othervegetables
1376,29-11-2014,chocolate marshmallow,2014,11,29,5,chocolate,marshmallow,,,chocolatemarshmallow
1896,25-07-2014,beef,2014,7,25,4,beef,,,,
4952,10-02-2014,whole milk,2014,2,10,0,whole,milk,,,wholemilk
4117,24-04-2014,candy,2014,4,24,3,candy,,,,
1385,27-02-2014,herbs,2014,2,27,3,herbs,,,,
4448,21-02-2014,fruit/vegetable juice,2014,2,21,4,fruit/vegetable,juice,,,fruit/vegetablejuice
4622,06-12-2014,cream cheese ,2014,12,6,5,cream,cheese,,,creamcheese
4018,27-09-2014,frozen vegetables,2014,9,27,5,frozen,vegetables,,,frozenvegetables
3757,18-12-2014,sugar,2014,12,18,3,sugar,,,,
1816,01-09-2014,whole milk,2014,9,1,0,whole,milk,,,wholemilk
3189,02-08-2014,root vegetables,2014,8,2,5,root,vegetables,,,rootvegetables
4581,08-05-2014,sliced cheese,2014,5,8,3,sliced,cheese,,,slicedcheese
3416,13-07-2014,frozen vegetables,2014,7,13,6,frozen,vegetables,,,frozenvegetables
2910,03-01-2014,processed cheese,2014,1,3,4,processed,cheese,,,processedcheese
2720,26-06-2014,rolls/buns,2014,6,26,3,rolls/buns,,,,
2351,01-01-2014,shopping bags,2014,1,1,2,shopping,bags,,,shoppingbags
3348,18-11-2014,root vegetables,2014,11,18,1,root,vegetables,,,rootvegetables
2703,29-09-2014,specialty fat,2014,9,29,0,specialty,fat,,,specialtyfat
2612,06-04-2014,pastry,2014,4,6,6,pastry,,,,
3299,09-06-2014,waffles,2014,6,9,0,waffles,,,,
3722,20-02-2014,brown bread,2014,2,20,3,brown,bread,,,brownbread
2289,17-08-2014,whole milk,2014,8,17,6,whole,milk,,,wholemilk
4656,07-05-2014,vinegar,2014,5,7,2,vinegar,,,,
3485,21-05-2014,napkins,2014,5,21,2,napkins,,,,
4114,08-07-2014,flour,2014,7,8,1,flour,,,,
1586,05-02-2014,rolls/buns,2014,2,5,2,rolls/buns,,,,
2815,30-10-2014,root vegetables,2014,10,30,3,root,vegetables,,,rootvegetables
4239,12-08-2014,napkins,2014,8,12,1,napkins,,,,
1494,13-02-2014,rolls/buns,2014,2,13,3,rolls/buns,,,,
1747,17-12-2014,red/blush wine,2014,12,17,2,red/blush,wine,,,red/blushwine
2218,25-09-2014,soda,2014,9,25,3,soda,,,,
4959,20-10-2014,rolls/buns,2014,10,20,0,rolls/buns,,,,
2453,05-07-2014,specialty cheese,2014,7,5,5,specialty,cheese,,,specialtycheese
4502,27-07-2014,rolls/buns,2014,7,27,6,rolls/buns,,,,
1504,01-12-2014,white wine,2014,12,1,0,white,wine,,,whitewine
4494,24-04-2014,newspapers,2014,4,24,3,newspapers,,,,
3610,18-03-2014,yogurt,2014,3,18,1,yogurt,,,,
3617,16-04-2014,bottled beer,2014,4,16,2,bottled,beer,,,bottledbeer
1279,25-08-2014,soda,2014,8,25,0,soda,,,,
2387,03-11-2014,brown bread,2014,11,3,0,brown,bread,,,brownbread
2912,24-08-2014,candles,2014,8,24,6,candles,,,,
3008,07-09-2014,other vegetables,2014,9,7,6,other,vegetables,,,othervegetables
2739,07-11-2014,skin care,2014,11,7,4,skin,care,,,skincare
2038,28-10-2014,rolls/buns,2014,10,28,1,rolls/buns,,,,
3090,22-11-2014,tropical fruit,2014,11,22,5,tropical,fruit,,,tropicalfruit
3142,05-05-2014,rolls/buns,2014,5,5,0,rolls/buns,,,,
2962,06-07-2014,brown bread,2014,7,6,6,brown,bread,,,brownbread
4067,29-04-2014,condensed milk,2014,4,29,1,condensed,milk,,,condensedmilk
1307,15-12-2014,brown bread,2014,12,15,0,brown,bread,,,brownbread
4917,21-04-2014,pip fruit,2014,4,21,0,pip,fruit,,,pipfruit
2157,26-06-2014,canned beer,2014,6,26,3,canned,beer,,,cannedbeer
3876,25-08-2014,other vegetables,2014,8,25,0,other,vegetables,,,othervegetables
1917,25-02-2014,red/blush wine,2014,2,25,1,red/blush,wine,,,red/blushwine
4750,04-11-2014,whipped/sour cream,2014,11,4,1,whipped/sour,cream,,,whipped/sourcream
1820,24-02-2014,salt,2014,2,24,0,salt,,,,
2226,01-01-2014,bottled water,2014,1,1,2,bottled,water,,,bottledwater
2801,23-01-2014,whole milk,2014,1,23,3,whole,milk,,,wholemilk
3569,11-06-2014,yogurt,2014,6,11,2,yogurt,,,,
2950,18-11-2014,other vegetables,2014,11,18,1,other,vegetables,,,othervegetables
1382,05-08-2014,rolls/buns,2014,8,5,1,rolls/buns,,,,
1856,23-10-2014,curd,2014,10,23,3,curd,,,,
3059,03-05-2014,beverages,2014,5,3,5,beverages,,,,
1686,05-05-2014,root vegetables,2014,5,5,0,root,vegetables,,,rootvegetables
2065,03-01-2014,white bread,2014,1,3,4,white,bread,,,whitebread
1566,24-01-2014,salt,2014,1,24,4,salt,,,,
1197,05-03-2014,brown bread,2014,3,5,2,brown,bread,,,brownbread
4557,01-11-2014,soda,2014,11,1,5,soda,,,,
2495,24-02-2014,red/blush wine,2014,2,24,0,red/blush,wine,,,red/blushwine
3739,20-10-2014,rolls/buns,2014,10,20,0,rolls/buns,,,,
1621,18-06-2014,soda,2014,6,18,2,soda,,,,
2435,02-02-2014,dessert,2014,2,2,6,dessert,,,,
4948,23-05-2014,curd,2014,5,23,4,curd,,,,
4531,10-11-2014,frozen dessert,2014,11,10,0,frozen,dessert,,,frozendessert
4384,22-10-2014,whipped/sour cream,2014,10,22,2,whipped/sour,cream,,,whipped/sourcream
3441,20-04-2014,rolls/buns,2014,4,20,6,rolls/buns,,,,
2880,12-04-2014,soda,2014,4,12,5,soda,,,,
4268,22-02-2014,butter milk,2014,2,22,5,butter,milk,,,buttermilk
4901,04-12-2014,snack products,2014,12,4,3,snack,products,,,snackproducts
2606,22-08-2014,whole milk,2014,8,22,4,whole,milk,,,wholemilk
4687,04-08-2014,domestic eggs,2014,8,4,0,domestic,eggs,,,domesticeggs
4121,19-04-2014,uht-milk,2014,4,19,5,uht-milk,,,,
1160,02-06-2014,root vegetables,2014,6,2,0,root,vegetables,,,rootvegetables
3122,25-12-2014,rolls/buns,2014,12,25,3,rolls/buns,,,,
1847,01-10-2014,rolls/buns,2014,10,1,2,rolls/buns,,,,
3402,24-12-2014,soda,2014,12,24,2,soda,,,,
3349,07-09-2014,whole milk,2014,9,7,6,whole,milk,,,wholemilk
3967,20-02-2014,whipped/sour cream,2014,2,20,3,whipped/sour,cream,,,whipped/sourcream
2808,23-01-2014,white bread,2014,1,23,3,white,bread,,,whitebread
1730,19-08-2014,napkins,2014,8,19,1,napkins,,,,
2664,10-08-2014,domestic eggs,2014,8,10,6,domestic,eggs,,,domesticeggs
2584,18-05-2014,domestic eggs,2014,5,18,6,domestic,eggs,,,domesticeggs
2028,29-10-2014,shopping bags,2014,10,29,2,shopping,bags,,,shoppingbags
3636,19-11-2014,bottled water,2014,11,19,2,bottled,water,,,bottledwater
3769,28-01-2014,fruit/vegetable juice,2014,1,28,1,fruit/vegetable,juice,,,fruit/vegetablejuice
2338,03-11-2014,white wine,2014,11,3,0,white,wine,,,whitewine
3593,04-12-2014,yogurt,2014,12,4,3,yogurt,,,,
4432,12-04-2014,candy,2014,4,12,5,candy,,,,
3721,20-02-2014,beverages,2014,2,20,3,beverages,,,,
4133,22-08-2014,soups,2014,8,22,4,soups,,,,
2541,05-07-2014,frozen dessert,2014,7,5,5,frozen,dessert,,,frozendessert
1897,09-12-2014,brown bread,2014,12,9,1,brown,bread,,,brownbread
3350,23-05-2014,newspapers,2014,5,23,4,newspapers,,,,
3311,18-07-2014,shopping bags,2014,7,18,4,shopping,bags,,,shoppingbags
4864,16-06-2014,specialty cheese,2014,6,16,0,specialty,cheese,,,specialtycheese
3732,18-01-2014,fruit/vegetable juice,2014,1,18,5,fruit/vegetable,juice,,,fruit/vegetablejuice
4494,26-05-2014,sugar,2014,5,26,0,sugar,,,,
2160,30-07-2014,margarine,2014,7,30,2,margarine,,,,
3812,30-04-2014,whole milk,2014,4,30,2,whole,milk,,,wholemilk
3872,28-07-2014,shopping bags,2014,7,28,0,shopping,bags,,,shoppingbags
4257,14-06-2014,dessert,2014,6,14,5,dessert,,,,
3891,13-09-2014,pip fruit,2014,9,13,5,pip,fruit,,,pipfruit
1465,23-01-2014,brown bread,2014,1,23,3,brown,bread,,,brownbread
1440,01-06-2014,fruit/vegetable juice,2014,6,1,6,fruit/vegetable,juice,,,fruit/vegetablejuice
4974,18-07-2014,seasonal products,2014,7,18,4,seasonal,products,,,seasonalproducts
1282,24-10-2014,snack products,2014,10,24,4,snack,products,,,snackproducts
1824,08-08-2014,canned beer,2014,8,8,4,canned,beer,,,cannedbeer
4195,09-09-2014,shopping bags,2014,9,9,1,shopping,bags,,,shoppingbags
4389,31-10-2014,soda,2014,10,31,4,soda,,,,
2855,17-01-2014,coffee,2014,1,17,4,coffee,,,,
4803,30-12-2014,canned beer,2014,12,30,1,canned,beer,,,cannedbeer
2633,16-05-2014,other vegetables,2014,5,16,4,other,vegetables,,,othervegetables
3531,26-12-2014,butter,2014,12,26,4,butter,,,,
4721,16-06-2014,other vegetables,2014,6,16,0,other,vegetables,,,othervegetables
1644,28-02-2014,specialty cheese,2014,2,28,4,specialty,cheese,,,specialtycheese
1053,11-05-2014,frozen vegetables,2014,5,11,6,frozen,vegetables,,,frozenvegetables
2464,06-11-2014,other vegetables,2014,11,6,3,other,vegetables,,,othervegetables
1765,21-10-2014,rolls/buns,2014,10,21,1,rolls/buns,,,,
2973,26-10-2014,soda,2014,10,26,6,soda,,,,
4297,08-02-2014,shopping bags,2014,2,8,5,shopping,bags,,,shoppingbags
4364,21-01-2014,yogurt,2014,1,21,1,yogurt,,,,
3531,25-08-2014,spread cheese,2014,8,25,0,spread,cheese,,,spreadcheese
4217,15-03-2014,soft cheese,2014,3,15,5,soft,cheese,,,softcheese
4723,11-07-2014,rolls/buns,2014,7,11,4,rolls/buns,,,,
3161,22-11-2014,whole milk,2014,11,22,5,whole,milk,,,wholemilk
4024,21-11-2014,bottled beer,2014,11,21,4,bottled,beer,,,bottledbeer
4969,12-06-2014,pip fruit,2014,6,12,3,pip,fruit,,,pipfruit
4762,15-01-2014,whole milk,2014,1,15,2,whole,milk,,,wholemilk
2746,20-04-2014,dishes,2014,4,20,6,dishes,,,,
2972,19-02-2014,margarine,2014,2,19,2,margarine,,,,
3569,27-05-2014,bottled water,2014,5,27,1,bottled,water,,,bottledwater
4355,13-01-2014,pip fruit,2014,1,13,0,pip,fruit,,,pipfruit
2863,03-12-2014,bottled beer,2014,12,3,2,bottled,beer,,,bottledbeer
4740,09-03-2014,whole milk,2014,3,9,6,whole,milk,,,wholemilk
2201,02-04-2014,citrus fruit,2014,4,2,2,citrus,fruit,,,citrusfruit
2645,10-09-2014,chewing gum,2014,9,10,2,chewing,gum,,,chewinggum
3783,06-04-2014,bottled water,2014,4,6,6,bottled,water,,,bottledwater
1440,26-07-2014,rolls/buns,2014,7,26,5,rolls/buns,,,,
3186,24-07-2014,curd,2014,7,24,3,curd,,,,
1979,09-07-2014,whole milk,2014,7,9,2,whole,milk,,,wholemilk
2401,05-11-2014,other vegetables,2014,11,5,2,other,vegetables,,,othervegetables
4337,28-08-2014,cream cheese ,2014,8,28,3,cream,cheese,,,creamcheese
2112,06-06-2014,popcorn,2014,6,6,4,popcorn,,,,
1072,23-06-2014,other vegetables,2014,6,23,0,other,vegetables,,,othervegetables
1996,02-02-2014,whipped/sour cream,2014,2,2,6,whipped/sour,cream,,,whipped/sourcream
1269,24-04-2014,root vegetables,2014,4,24,3,root,vegetables,,,rootvegetables
2341,23-01-2014,beef,2014,1,23,3,beef,,,,
2204,13-06-2014,sliced cheese,2014,6,13,4,sliced,cheese,,,slicedcheese
2729,30-09-2014,beef,2014,9,30,1,beef,,,,
3435,04-10-2014,roll products ,2014,10,4,5,roll,products,,,rollproducts
1755,06-04-2014,spread cheese,2014,4,6,6,spread,cheese,,,spreadcheese
2909,30-01-2014,domestic eggs,2014,1,30,3,domestic,eggs,,,domesticeggs
2372,10-10-2014,whole milk,2014,10,10,4,whole,milk,,,wholemilk
4342,27-10-2014,whipped/sour cream,2014,10,27,0,whipped/sour,cream,,,whipped/sourcream
4772,22-06-2014,frozen vegetables,2014,6,22,6,frozen,vegetables,,,frozenvegetables
1741,07-12-2014,other vegetables,2014,12,7,6,other,vegetables,,,othervegetables
4598,09-05-2014,pot plants,2014,5,9,4,pot,plants,,,potplants
1677,21-02-2014,rolls/buns,2014,2,21,4,rolls/buns,,,,
3667,13-12-2014,bottled water,2014,12,13,5,bottled,water,,,bottledwater
3273,02-04-2014,whole milk,2014,4,2,2,whole,milk,,,wholemilk
1026,23-08-2014,yogurt,2014,8,23,5,yogurt,,,,
4671,20-01-2014,flower (seeds),2014,1,20,0,flower,(seeds),,,flower(seeds)
3764,22-01-2014,frozen vegetables,2014,1,22,2,frozen,vegetables,,,frozenvegetables
4293,28-03-2014,mayonnaise,2014,3,28,4,mayonnaise,,,,
4512,13-06-2014,white bread,2014,6,13,4,white,bread,,,whitebread
2755,19-08-2014,other vegetables,2014,8,19,1,other,vegetables,,,othervegetables
4146,24-08-2014,brown bread,2014,8,24,6,brown,bread,,,brownbread
3564,23-02-2014,frozen vegetables,2014,2,23,6,frozen,vegetables,,,frozenvegetables
4922,18-02-2014,other vegetables,2014,2,18,1,other,vegetables,,,othervegetables
3680,21-01-2014,butter milk,2014,1,21,1,butter,milk,,,buttermilk
2664,01-08-2014,pickled vegetables,2014,8,1,4,pickled,vegetables,,,pickledvegetables
1411,15-04-2014,shopping bags,2014,4,15,1,shopping,bags,,,shoppingbags
2633,09-07-2014,frozen potato products,2014,7,9,2,frozen,potato,products,,frozenpotato
3137,26-08-2014,uht-milk,2014,8,26,1,uht-milk,,,,
1672,26-01-2014,white bread,2014,1,26,6,white,bread,,,whitebread
3344,21-11-2014,margarine,2014,11,21,4,margarine,,,,
3248,04-07-2014,spread cheese,2014,7,4,4,spread,cheese,,,spreadcheese
2004,22-06-2014,cream cheese ,2014,6,22,6,cream,cheese,,,creamcheese
3989,23-09-2014,root vegetables,2014,9,23,1,root,vegetables,,,rootvegetables
2451,28-09-2014,domestic eggs,2014,9,28,6,domestic,eggs,,,domesticeggs
2383,13-01-2014,yogurt,2014,1,13,0,yogurt,,,,
3546,10-12-2014,frozen dessert,2014,12,10,2,frozen,dessert,,,frozendessert
2427,22-12-2014,other vegetables,2014,12,22,0,other,vegetables,,,othervegetables
2859,27-02-2014,processed cheese,2014,2,27,3,processed,cheese,,,processedcheese
3509,10-05-2014,bottled water,2014,5,10,5,bottled,water,,,bottledwater
3811,07-07-2014,soda,2014,7,7,0,soda,,,,
4127,18-03-2014,mustard,2014,3,18,1,mustard,,,,
2166,03-07-2014,other vegetables,2014,7,3,3,other,vegetables,,,othervegetables
2526,02-08-2014,bottled beer,2014,8,2,5,bottled,beer,,,bottledbeer
3342,15-12-2014,bottled water,2014,12,15,0,bottled,water,,,bottledwater
4109,06-03-2014,whole milk,2014,3,6,3,whole,milk,,,wholemilk
2930,14-02-2014,curd,2014,2,14,4,curd,,,,
3844,06-10-2014,bathroom cleaner,2014,10,6,0,bathroom,cleaner,,,bathroomcleaner
2736,14-10-2014,margarine,2014,10,14,1,margarine,,,,
2411,01-07-2014,other vegetables,2014,7,1,1,other,vegetables,,,othervegetables
3423,15-03-2014,domestic eggs,2014,3,15,5,domestic,eggs,,,domesticeggs
2391,18-01-2014,whipped/sour cream,2014,1,18,5,whipped/sour,cream,,,whipped/sourcream
1597,10-12-2014,whole milk,2014,12,10,2,whole,milk,,,wholemilk
2510,13-08-2014,sugar,2014,8,13,2,sugar,,,,
3776,28-11-2014,frozen meals,2014,11,28,4,frozen,meals,,,frozenmeals
1138,07-07-2014,napkins,2014,7,7,0,napkins,,,,
3799,11-10-2014,pip fruit,2014,10,11,5,pip,fruit,,,pipfruit
1022,06-07-2014,fruit/vegetable juice,2014,7,6,6,fruit/vegetable,juice,,,fruit/vegetablejuice
1961,07-06-2014,rolls/buns,2014,6,7,5,rolls/buns,,,,
3102,17-04-2014,curd,2014,4,17,3,curd,,,,
4704,11-07-2014,other vegetables,2014,7,11,4,other,vegetables,,,othervegetables
4192,06-08-2014,whole milk,2014,8,6,2,whole,milk,,,wholemilk
2957,06-06-2014,other vegetables,2014,6,6,4,other,vegetables,,,othervegetables
3921,16-06-2014,misc. beverages,2014,6,16,0,misc.,beverages,,,misc.beverages
1904,24-03-2014,soda,2014,3,24,0,soda,,,,
4426,30-10-2014,uht-milk,2014,10,30,3,uht-milk,,,,
2383,18-09-2014,butter,2014,9,18,3,butter,,,,
4788,17-02-2014,whipped/sour cream,2014,2,17,0,whipped/sour,cream,,,whipped/sourcream
1752,07-12-2014,other vegetables,2014,12,7,6,other,vegetables,,,othervegetables
5000,16-11-2014,other vegetables,2014,11,16,6,other,vegetables,,,othervegetables
4353,26-09-2014,newspapers,2014,9,26,4,newspapers,,,,
1372,05-04-2014,cream cheese ,2014,4,5,5,cream,cheese,,,creamcheese
4515,23-06-2014,curd,2014,6,23,0,curd,,,,
2718,25-01-2014,instant food products,2014,1,25,5,instant,food,products,,instantfood
2148,13-01-2014,canned beer,2014,1,13,0,canned,beer,,,cannedbeer
4808,20-11-2014,yogurt,2014,11,20,3,yogurt,,,,
4711,19-06-2014,other vegetables,2014,6,19,3,other,vegetables,,,othervegetables
4228,02-08-2014,beverages,2014,8,2,5,beverages,,,,
1522,23-08-2014,yogurt,2014,8,23,5,yogurt,,,,
2291,29-09-2014,other vegetables,2014,9,29,0,other,vegetables,,,othervegetables
3203,17-06-2014,newspapers,2014,6,17,1,newspapers,,,,
3413,08-02-2014,hard cheese,2014,2,8,5,hard,cheese,,,hardcheese
4262,21-06-2014,canned beer,2014,6,21,5,canned,beer,,,cannedbeer
2581,17-03-2014,specialty bar,2014,3,17,0,specialty,bar,,,specialtybar
1687,24-02-2014,curd,2014,2,24,0,curd,,,,
4957,19-05-2014,butter,2014,5,19,0,butter,,,,
2840,22-07-2014,yogurt,2014,7,22,1,yogurt,,,,
4738,06-08-2014,dog food,2014,8,6,2,dog,food,,,dogfood
1970,06-11-2014,pastry,2014,11,6,3,pastry,,,,
1491,11-08-2014,other vegetables,2014,8,11,0,other,vegetables,,,othervegetables
2015,08-04-2014,soda,2014,4,8,1,soda,,,,
1961,16-01-2014,yogurt,2014,1,16,3,yogurt,,,,
3155,22-09-2014,citrus fruit,2014,9,22,0,citrus,fruit,,,citrusfruit
1993,10-12-2014,rolls/buns,2014,12,10,2,rolls/buns,,,,
3049,30-09-2014,sliced cheese,2014,9,30,1,sliced,cheese,,,slicedcheese
4019,14-10-2014,yogurt,2014,10,14,1,yogurt,,,,
1826,19-12-2014,soda,2014,12,19,4,soda,,,,
1629,22-07-2014,whole milk,2014,7,22,1,whole,milk,,,wholemilk
4075,03-08-2014,butter,2014,8,3,6,butter,,,,
1241,01-03-2014,margarine,2014,3,1,5,margarine,,,,
1542,22-07-2014,hamburger meat,2014,7,22,1,hamburger,meat,,,hamburgermeat
1274,07-10-2014,other vegetables,2014,10,7,1,other,vegetables,,,othervegetables
4182,01-05-2014,vinegar,2014,5,1,3,vinegar,,,,
4401,18-03-2014,bottled beer,2014,3,18,1,bottled,beer,,,bottledbeer
4766,20-09-2014,shopping bags,2014,9,20,5,shopping,bags,,,shoppingbags
4880,09-11-2014,baking powder,2014,11,9,6,baking,powder,,,bakingpowder
1939,28-03-2014,yogurt,2014,3,28,4,yogurt,,,,
4341,26-10-2014,coffee,2014,10,26,6,coffee,,,,
4480,17-05-2014,rolls/buns,2014,5,17,5,rolls/buns,,,,
3997,22-11-2014,curd,2014,11,22,5,curd,,,,
3674,07-08-2014,yogurt,2014,8,7,3,yogurt,,,,
1608,26-07-2014,pastry,2014,7,26,5,pastry,,,,
